Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Overall SVI,county
2018,51053,Dinwiddie County,Virginia,10.6,0.4182,51053
2018,51595,Emporia City,Virginia,8.5,0.9567,51595
2018,51057,Essex County,Virginia,8.7,0.5634,51057
2018,51059,Fairfax County,Virginia,5.6,0.1876,51059
2018,51600,Fairfax City,Virginia,7.4,0.2411,51600
2018,51610,Falls Church City,Virginia,6.5,0.1389,51610
2018,51061,Fauquier County,Virginia,7.5,0.0287,51061
2018,51063,Floyd County,Virginia,6.7,0.1115,51063
2018,51065,Fluvanna County,Virginia,9.6,0.0631,51065
2018,51067,Franklin County,Virginia,10,0.401,51067
2018,51620,Franklin City,Virginia,8.5,0.7175,51620
2018,51069,Frederick County,Virginia,9.1,0.1822,51069
2018,51630,Fredericksburg City,Virginia,8.3,0.5631,51630
2018,51640,Galax City,Virginia,7.3,0.9838,51640
2018,51071,Giles County,Virginia,7.8,0.2742,51071
2018,51073,Gloucester County,Virginia,9,0.0366,51073
2018,51075,Goochland County,Virginia,7,0.0459,51075
2018,51077,Grayson County,Virginia,7.4,0.6459,51077
2018,51079,Greene County,Virginia,7.3,0.1631,51079
2018,51081,Greensville County,Virginia,9.1,0.814,51081
2018,51083,Halifax County,Virginia,11.4,0.6723,51083
2018,51650,Hampton City,Virginia,12.7,0.6675,51650
2018,51085,Hanover County,Virginia,8.1,0.0156,51085
2018,51660,Harrisonburg City,Virginia,7.3,0.793,51660
2018,51087,Henrico County,Virginia,9.3,0.2573,51087
2018,51089,Henry County,Virginia,11.5,0.8857,51089
2018,51091,Highland County,Virginia,7,0.065,51091
2018,51670,Hopewell City,Virginia,10.7,0.9408,51670
2018,51093,Isle Of Wight County,Virginia,8.7,0.3392,51093
2018,51095,James City County,Virginia,8.3,0.115,51095
2018,51097,King And Queen County,Virginia,8.7,0.3245,51097
2018,51099,King George County,Virginia,9.4,0.0159,51099
2018,51101,King William County,Virginia,9.4,0.0357,51101
2018,51103,Lancaster County,Virginia,8.8,0.1583,51103
2018,51105,Lee County,Virginia,9.5,0.8073,51105
2018,51678,Lexington City,Virginia,7.5,0.3226,51678
2018,51107,Loudoun County,Virginia,5.5,0.0904,51107
2018,51109,Louisa County,Virginia,8.8,0.3325,51109
2018,51111,Lunenburg County,Virginia,9.7,0.8643,51111
2018,51680,Lynchburg City,Virginia,7.8,0.7369,51680
2018,51113,Madison County,Virginia,8.5,0.164,51113
2018,51683,Manassas City,Virginia,8.2,0.4446,51683
2018,51685,Manassas Park City,Virginia,7.6,0.528,51685
2018,51690,Martinsville City,Virginia,7.7,0.9105,51690
2018,51115,Mathews County,Virginia,7.6,0.0207,51115
2018,51117,Mecklenburg County,Virginia,10.4,0.7768,51117
2018,51119,Middlesex County,Virginia,7.5,0.2025,51119
2018,51121,Montgomery County,Virginia,9.5,0.2959,51121
2018,51125,Nelson County,Virginia,7.7,0.3,51125
2018,51127,New Kent County,Virginia,7.5,0.0061,51127
2018,51700,Newport News City,Virginia,13.3,0.8156,51700
2018,51710,Norfolk City,Virginia,11.7,0.7717,51710
2018,51131,Northampton County,Virginia,9.5,0.6764,51131
2018,51133,Northumberland County,Virginia,6.7,0.1213,51133
2018,51720,Norton City,Virginia,7.2,0.9054,51720
2018,51135,Nottoway County,Virginia,11.1,0.9096,51135
2018,51137,Orange County,Virginia,8,0.465,51137
2018,51139,Page County,Virginia,11.2,0.3936,51139
2018,51141,Patrick County,Virginia,7.9,0.6389,51141
2018,51730,Petersburg City,Virginia,14,0.9643,51730
2018,51143,Pittsylvania County,Virginia,9.6,0.6427,51143
2018,51735,Poquoson City,Virginia,7,0.0127,51735
2018,51740,Portsmouth City,Virginia,12.4,0.8006,51740
2018,51145,Powhatan County,Virginia,7.5,0.0057,51145
2018,51147,Prince Edward County,Virginia,8.8,0.7296,51147
2018,51149,Prince George County,Virginia,9.3,0.3175,51149
2018,51153,Prince William County,Virginia,8.8,0.3022,51153
2018,51155,Pulaski County,Virginia,9.3,0.4831,51155
2018,51750,Radford City,Virginia,7.5,0.4124,51750
2018,51157,Rappahannock County,Virginia,7.8,0.0213,51157
2018,51159,Richmond County,Virginia,10.1,0.6143,51159
2018,51760,Richmond City,Virginia,10.3,0.7729,51760
2018,51161,Roanoke County,Virginia,10.2,0.1312,51161
2018,51770,Roanoke City,Virginia,10.6,0.8038,51770
2018,51163,Rockbridge County,Virginia,9.5,0.1433,51163
2018,51165,Rockingham County,Virginia,8.7,0.3197,51165
2018,51167,Russell County,Virginia,9.4,0.4487,51167
2018,51775,Salem City,Virginia,8.4,0.3089,51775
2018,51169,Scott County,Virginia,11.3,0.6758,51169
2018,51171,Shenandoah County,Virginia,9.4,0.3643,51171
2018,51173,Smyth County,Virginia,9.6,0.7548,51173
2018,51175,Southampton County,Virginia,9.1,0.4755,51175
2018,51177,Spotsylvania County,Virginia,7.8,0.2159,51177
2018,51179,Stafford County,Virginia,7.7,0.1541,51179
2018,51790,Staunton City,Virginia,7.4,0.4449,51790
2018,51800,Suffolk City,Virginia,11.5,0.3468,51800
2018,51181,Surry County,Virginia,7.9,0.3659,51181
2018,51183,Sussex County,Virginia,8.7,0.9092,51183
2018,51185,Tazewell County,Virginia,10.5,0.5936,51185
2018,51810,Virginia Beach City,Virginia,9.5,0.1889,51810
2018,51187,Warren County,Virginia,8.8,0.2564,51187
2018,51191,Washington County,Virginia,9,0.3646,51191
2018,51820,Waynesboro City,Virginia,8.6,0.6013,51820
2018,51193,Westmoreland County,Virginia,9.3,0.292,51193
2018,51830,Williamsburg City,Virginia,8.5,0.385,51830
2018,51840,Winchester City,Virginia,6.9,0.722,51840
2018,51195,Wise County,Virginia,13.2,0.8599,51195
2018,51197,Wythe County,Virginia,9,0.3965,51197
2018,51199,York County,Virginia,9.3,0.1997,51199
2018,53001,Adams County,Washington,8.1,0.9621,53001
2018,53003,Asotin County,Washington,9,0.4248,53003
2018,53005,Benton County,Washington,8,0.514,53005
2018,53007,Chelan County,Washington,7.2,0.678,53007
2018,53009,Clallam County,Washington,9.5,0.6146,53009
2018,53011,Clark County,Washington,8.9,0.2857,53011
2018,53013,Columbia County,Washington,8.7,0.3146,53013
2018,53015,Cowlitz County,Washington,10.7,0.7885,53015
2018,53017,Douglas County,Washington,7.1,0.7707,53017
2018,53019,Ferry County,Washington,7.5,0.8223,53019
2018,53021,Franklin County,Washington,10,0.8691,53021
2018,53023,Garfield County,Washington,8.6,0.1834,53023
2018,53025,Grant County,Washington,8.6,0.8452,53025
2018,53027,Grays Harbor County,Washington,9.6,0.8392,53027
2018,53029,Island County,Washington,7.1,0.1857,53029
2018,53031,Jefferson County,Washington,5.4,0.2414,53031
2018,53033,King County,Washington,7.6,0.2854,53033
2018,53035,Kitsap County,Washington,8.2,0.2825,53035
2018,53037,Kittitas County,Washington,6.6,0.2831,53037
2018,53039,Klickitat County,Washington,8.9,0.5723,53039
2018,53041,Lewis County,Washington,9.2,0.7889,53041
2018,53043,Lincoln County,Washington,7.4,0.1984,53043
2018,53045,Mason County,Washington,8.9,0.6382,53045
2018,53047,Okanogan County,Washington,8.4,0.9255,53047
2018,53049,Pacific County,Washington,9.1,0.736,53049
2018,53051,Pend Oreille County,Washington,7.5,0.536,53051
2018,53053,Pierce County,Washington,10.1,0.4873,53053
2018,53055,San Juan County,Washington,4.5,0.0863,53055
2018,53057,Skagit County,Washington,7,0.5382,53057
2018,53059,Skamania County,Washington,8.4,0.2194,53059
2018,53061,Snohomish County,Washington,8.6,0.2755,53061
2018,53063,Spokane County,Washington,8.5,0.4825,53063
2018,53065,Stevens County,Washington,6.9,0.4615,53065
2018,53067,Thurston County,Washington,8.5,0.3299,53067
2018,53069,Wahkiakum County,Washington,8.1,0.1809,53069
2018,53071,Walla Walla County,Washington,9,0.6831,53071
2018,53073,Whatcom County,Washington,7.4,0.4541,53073
2018,53075,Whitman County,Washington,8.3,0.5108,53075
2018,53077,Yakima County,Washington,10.9,0.9277,53077
2018,54001,Barbour County,West Virginia,11.1,0.6513,54001
2018,54003,Berkeley County,West Virginia,10.4,0.4433,54003
2018,54005,Boone County,West Virginia,15.7,0.7041,54005
2018,54007,Braxton County,West Virginia,9.2,0.6646,54007
2018,54009,Brooke County,West Virginia,11.5,0.3306,54009
2018,54011,Cabell County,West Virginia,11,0.6245,54011
2018,54013,Calhoun County,West Virginia,8.4,0.5239,54013
2018,54015,Clay County,West Virginia,9.3,0.6885,54015
2018,54017,Doddridge County,West Virginia,6.6,0.3608,54017
2018,54019,Fayette County,West Virginia,13.9,0.764,54019
2018,54021,Gilmer County,West Virginia,8.4,0.7564,54021
2018,54023,Grant County,West Virginia,11.7,0.3675,54023
2018,54025,Greenbrier County,West Virginia,10.6,0.5557,54025
2018,54027,Hampshire County,West Virginia,8.3,0.6433,54027
2018,54029,Hancock County,West Virginia,9.1,0.4051,54029
2018,54031,Hardy County,West Virginia,9.4,0.285,54031
2018,54033,Harrison County,West Virginia,12.3,0.4089,54033
2018,54035,Jackson County,West Virginia,11.9,0.2529,54035
2018,54037,Jefferson County,West Virginia,9.1,0.2255,54037
2018,54039,Kanawha County,West Virginia,12.6,0.5656,54039
2018,54041,Lewis County,West Virginia,9.3,0.6761,54041
2018,54043,Lincoln County,West Virginia,10.8,0.6057,54043
2018,54045,Logan County,West Virginia,14.1,0.7471,54045
2018,54049,Marion County,West Virginia,11.6,0.4939,54049
2018,54051,Marshall County,West Virginia,10.3,0.2153,54051
2018,54053,Mason County,West Virginia,10.5,0.5497,54053
2018,54047,Mcdowell County,West Virginia,10.2,0.9029,54047
2018,54055,Mercer County,West Virginia,13,0.8089,54055
2018,54057,Mineral County,West Virginia,9.8,0.5933,54057
2018,54059,Mingo County,West Virginia,14.2,0.785,54059
2018,54061,Monongalia County,West Virginia,9.8,0.4111,54061
2018,54063,Monroe County,West Virginia,9.6,0.4662,54063
2018,54065,Morgan County,West Virginia,9.7,0.1764,54065
2018,54067,Nicholas County,West Virginia,9.1,0.5411,54067
2018,54069,Ohio County,West Virginia,8.4,0.3108,54069
2018,54071,Pendleton County,West Virginia,10.2,0.358,54071
2018,54073,Pleasants County,West Virginia,7.7,0.4468,54073
2018,54075,Pocahontas County,West Virginia,8.9,0.4971,54075
2018,54077,Preston County,West Virginia,12.8,0.5732,54077
2018,54079,Putnam County,West Virginia,9.8,0.0408,54079
2018,54081,Raleigh County,West Virginia,13.5,0.7685,54081
2018,54083,Randolph County,West Virginia,9.4,0.5806,54083
2018,54085,Ritchie County,West Virginia,8.9,0.364,54085
2018,54087,Roane County,West Virginia,10.2,0.6465,54087
2018,54089,Summers County,West Virginia,10.5,0.829,54089
2018,54091,Taylor County,West Virginia,10.9,0.4949,54091
2018,54093,Tucker County,West Virginia,9.6,0.3672,54093
2018,54095,Tyler County,West Virginia,8.6,0.2213,54095
2018,54097,Upshur County,West Virginia,10.2,0.6911,54097
2018,54099,Wayne County,West Virginia,13.5,0.6006,54099
2018,54101,Webster County,West Virginia,8.9,0.7487,54101
2018,54103,Wetzel County,West Virginia,11.5,0.4752,54103
2018,54105,Wirt County,West Virginia,8.7,0.3748,54105
2018,54107,Wood County,West Virginia,13.4,0.3723,54107
2018,54109,Wyoming County,West Virginia,10.4,0.6443,54109
2018,55001,Adams County,Wisconsin,10.4,0.5685,55001
2018,55003,Ashland County,Wisconsin,7.5,0.55,55003
2018,55005,Barron County,Wisconsin,8.6,0.3271,55005
2018,55007,Bayfield County,Wisconsin,6.2,0.099,55007
2018,55009,Brown County,Wisconsin,8.6,0.3299,55009
2018,55011,Buffalo County,Wisconsin,8,0.0576,55011
2018,55013,Burnett County,Wisconsin,7.2,0.1672,55013
2018,55015,Calumet County,Wisconsin,7,0.0182,55015
2018,55017,Chippewa County,Wisconsin,6.5,0.2105,55017
2018,55019,Clark County,Wisconsin,6.9,0.535,55019
2018,55021,Columbia County,Wisconsin,8.2,0.1204,55021
2018,55023,Crawford County,Wisconsin,7.3,0.3971,55023
2018,55025,Dane County,Wisconsin,5.5,0.1688,55025
2018,55027,Dodge County,Wisconsin,9.1,0.2019,55027
2018,55029,Door County,Wisconsin,8.4,0.0557,55029
2018,55031,Douglas County,Wisconsin,8.1,0.2748,55031
2018,55033,Dunn County,Wisconsin,7.1,0.1847,55033
2018,55035,Eau Claire County,Wisconsin,7.7,0.2175,55035
2018,55037,Florence County,Wisconsin,6.8,0.1452,55037
2018,55039,Fond Du Lac County,Wisconsin,7.7,0.2038,55039
2018,55041,Forest County,Wisconsin,7,0.5774,55041
2018,55043,Grant County,Wisconsin,6.6,0.1939,55043
2018,55045,Green County,Wisconsin,7.4,0.0529,55045
2018,55047,Green Lake County,Wisconsin,6.8,0.2869,55047
2018,55049,Iowa County,Wisconsin,8.4,0.0131,55049
2018,55051,Iron County,Wisconsin,6.9,0.3602,55051
2018,55053,Jackson County,Wisconsin,8.6,0.5003,55053
2018,55055,Jefferson County,Wisconsin,6.4,0.1854,55055
2018,55057,Juneau County,Wisconsin,7.1,0.378,55057
2018,55059,Kenosha County,Wisconsin,7.3,0.5111,55059
2018,55061,Kewaunee County,Wisconsin,7.6,0.0586,55061
2018,55063,La Crosse County,Wisconsin,6.1,0.2089,55063
2018,55065,Lafayette County,Wisconsin,7.3,0.1596,55065
2018,55067,Langlade County,Wisconsin,7.5,0.3535,55067
2018,55069,Lincoln County,Wisconsin,7,0.1013,55069
2018,55071,Manitowoc County,Wisconsin,7,0.1621,55071
2018,55073,Marathon County,Wisconsin,6.3,0.1443,55073
2018,55075,Marinette County,Wisconsin,6.5,0.2971,55075
2018,55077,Marquette County,Wisconsin,8,0.2596,55077
2018,55078,Menominee County,Wisconsin,10,0.7672,55078
2018,55079,Milwaukee County,Wisconsin,9.5,0.8061,55079
2018,55081,Monroe County,Wisconsin,7.8,0.4621,55081
2018,55083,Oconto County,Wisconsin,7.3,0.064,55083
2018,55085,Oneida County,Wisconsin,7,0.014,55085
2018,55087,Outagamie County,Wisconsin,9.4,0.0978,55087
2018,55089,Ozaukee County,Wisconsin,6.2,0.0134,55089
2018,55091,Pepin County,Wisconsin,6.7,0.1019,55091
2018,55093,Pierce County,Wisconsin,6.4,0.0806,55093
2018,55095,Polk County,Wisconsin,8.4,0.0873,55095
2018,55097,Portage County,Wisconsin,6.7,0.1653,55097
2018,55099,Price County,Wisconsin,6.8,0.1602,55099
2018,55101,Racine County,Wisconsin,8.6,0.4551,55101
2018,55103,Richland County,Wisconsin,8,0.3073,55103
2018,55105,Rock County,Wisconsin,9.3,0.4561,55105
2018,55107,Rusk County,Wisconsin,7.4,0.3465,55107
2018,55111,Sauk County,Wisconsin,8.7,0.2344,55111
2018,55113,Sawyer County,Wisconsin,7.5,0.4268,55113
2018,55115,Shawano County,Wisconsin,8.3,0.1382,55115
2018,55117,Sheboygan County,Wisconsin,6.9,0.2245,55117
2018,55109,St. Croix County,Wisconsin,6.9,0.0146,55109
2018,55119,Taylor County,Wisconsin,7.5,0.2,55119
2018,55121,Trempealeau County,Wisconsin,8.1,0.2812,55121
2018,55123,Vernon County,Wisconsin,7.2,0.3834,55123
2018,55125,Vilas County,Wisconsin,7.1,0.1395,55125
2018,55127,Walworth County,Wisconsin,6.4,0.2688,55127
2018,55129,Washburn County,Wisconsin,6.8,0.108,55129
2018,55131,Washington County,Wisconsin,7.4,0.0099,55131
2018,55133,Waukesha County,Wisconsin,7.3,0.0194,55133
2018,55135,Waupaca County,Wisconsin,6.5,0.1815,55135
2018,55137,Waushara County,Wisconsin,8,0.3653,55137
2018,55139,Winnebago County,Wisconsin,7.9,0.1608,55139
2018,55141,Wood County,Wisconsin,6.4,0.1535,55141
2018,56001,Albany County,Wyoming,8.5,0.2494,56001
2018,56003,Big Horn County,Wyoming,10.2,0.3955,56003
2018,56005,Campbell County,Wyoming,7.3,0.3315,56005
2018,56007,Carbon County,Wyoming,7.6,0.5029,56007
2018,56009,Converse County,Wyoming,7.3,0.2048,56009
2018,56011,Crook County,Wyoming,6.7,0.0328,56011
2018,56013,Fremont County,Wyoming,8.3,0.5624,56013
2018,56015,Goshen County,Wyoming,7,0.3264,56015
2018,56017,Hot Springs County,Wyoming,8,0.1229,56017
2018,56019,Johnson County,Wyoming,5.3,0.1774,56019
2018,56021,Laramie County,Wyoming,9.1,0.2697,56021
2018,56023,Lincoln County,Wyoming,7.2,0.0809,56023
2018,56025,Natrona County,Wyoming,8.5,0.2952,56025
2018,56027,Niobrara County,Wyoming,6.8,0.336,56027
2018,56029,Park County,Wyoming,6.5,0.0659,56029
2018,56031,Platte County,Wyoming,9.3,0.0952,56031
2018,56033,Sheridan County,Wyoming,6.6,0.0895,56033
2018,56035,Sublette County,Wyoming,6.8,0.0293,56035
2018,56037,Sweetwater County,Wyoming,7.8,0.3701,56037
2018,56039,Teton County,Wyoming,3.8,0.1127,56039
2018,56041,Uinta County,Wyoming,8.4,0.4522,56041
2018,56043,Washakie County,Wyoming,7.4,0.3732,56043
2018,56045,Weston County,Wyoming,7.6,0.3475,56045
